class,precision,recall,f1_score,support
25,0.0,0.0,0.0,244
26,0.0,0.0,0.0,389
27,0.0,0.0,0.0,1
28,0.0,0.0,0.0,2
29,0.0,0.0,0.0,20
30,0.0,0.0,0.0,64
31,0.0,0.0,0.0,7
32,0.0,0.0,0.0,4
33,0.0,0.0,0.0,23
34,0.0,0.0,0.0,10
35,0.0,0.0,0.0,6
36,0.0,0.0,0.0,22
37,0.0,0.0,0.0,3
macro,0.17908233311244187,0.19006445351382842,0.16863450811047442,0
fold 7,,,,
0,0.9309,0.969,0.9496,8835
1,0.0,0.0,0.0,64
2,0.9855,0.9715,0.9785,631
3,0.0,0.0,0.0,7
4,0.7404,0.9872,0.8462,78
5,0.0,0.0,0.0,4
6,0.0,0.0,0.0,57
7,0.0,0.0,0.0,5
8,0.0,0.0,0.0,9
9,0.0,0.0,0.0,29
10,0.5679,0.9124,0.7001,651
11,0.0,0.0,0.0,22
12,0.4211,0.3636,0.3902,22
13,0.0,0.0,0.0,21
14,0.8942,0.6739,0.7686,138
15,0.9546,0.9981,0.9758,4126
16,0.4019,0.6151,0.4862,956
17,0.0,0.0,0.0,2
18,0.0,0.0,0.0,146
19,0.1413,0.1008,0.1176,129
20,0.0,0.0,0.0,123
21,0.8,0.0526,0.0988,76
22,0.0,0.0,0.0,8
23,0.0,0.0,0.0,8
24,0.0,0.0,0.0,6
25,0.0,0.0,0.0,265
26,0.0,0.0,0.0,425
27,0.0,0.0,0.0,2
28,0.0,0.0,0.0,6
29,0.0,0.0,0.0,23
30,0.0,0.0,0.0,51
31,0.0,0.0,0.0,5
32,0.0,0.0,0.0,5
33,0.0,0.0,0.0,17
34,0.0,0.0,0.0,13
36,0.0,0.0,0.0,18
37,0.0,0.0,0.0,2
macro,0.18480565354741924,0.17957196582649856,0.1705806333245948,0
fold 8,,,,
0,0.9629,0.9906,0.9766,8834
1,0.0,0.0,0.0,47
2,0.9734,0.997,0.9851,661
3,0.0,0.0,0.0,9
4,0.8276,1.0,0.9057,72
5,0.0,0.0,0.0,2
6,0.0,0.0,0.0,56
7,0.0,0.0,0.0,9
8,0.0,0.0,0.0,10
9,0.0,0.0,0.0,17
10,0.5991,0.9673,0.7399,672
11,0.0,0.0,0.0,15
12,0.1236,0.6111,0.2056,18
13,0.0,0.0,0.0,28
14,0.881,0.8605,0.8706,129
15,0.9817,0.9988,0.9902,4236
16,0.446,0.5644,0.4983,893
17,0.0,0.0,0.0,3
18,0.3012,0.5597,0.3916,134
19,0.0963,0.1008,0.0985,129
20,0.5,0.0274,0.0519,146
21,0.0,0.0,0.0,89
22,0.0,0.0,0.0,4
23,0.0,0.0,0.0,9
24,0.0,0.0,0.0,10
25,0.0,0.0,0.0,214
26,0.0,0.0,0.0,407
27,0.0,0.0,0.0,4
28,0.0,0.0,0.0,3
29,0.0,0.0,0.0,18
30,0.0,0.0,0.0,44
31,0.0,0.0,0.0,4
32,0.0,0.0,0.0,3
33,0.0,0.0,0.0,20
34,0.0,0.0,0.0,7
35,0.0,0.0,0.0,5
36,0.0,0.0,0.0,16
37,0.0,0.0,0.0,7
macro,0.17612452707564902,0.20203947846456569,0.17668130578231742,0
fold 9,,,,
0,0.9626,0.9918,0.977,8834
1,0.0,0.0,0.0,71
2,0.9815,0.9971,0.9892,691
3,0.0,0.0,0.0,3
4,0.8163,1.0,0.8989,80
5,0.0,0.0,0.0,4
6,0.0,0.0,0.0,62
7,0.0,0.0,0.0,2
8,0.0,0.0,0.0,4
9,0.0,0.0,0.0,15
10,0.6028,0.9408,0.7348,642
11,0.0,0.0,0.0,18
12,0.1696,0.8261,0.2815,23
13,0.0,0.0,0.0,19
14,0.9204,0.8814,0.9004,118
15,0.9759,0.9961,0.9859,4148
16,0.4373,0.6991,0.538,957
17,0.0,0.0,0.0,3
18,0.0667,0.0069,0.0126,144
19,0.1449,0.0704,0.0948,142
20,1.0,0.0385,0.0741,130
21,0.0,0.0,0.0,91
22,0.0,0.0,0.0,4
23,0.0,0.0,0.0,11
24,0.0,0.0,0.0,7
25,0.0,0.0,0.0,246
26,0.0,0.0,0.0,371
28,0.0,0.0,0.0,5
29,0.0,0.0,0.0,14
30,0.0,0.0,0.0,56
31,0.0,0.0,0.0,6
32,0.0,0.0,0.0,6
33,0.0,0.0,0.0,21
34,0.0,0.0,0.0,6
35,0.0,0.0,0.0,3
36,0.0,0.0,0.0,22
37,0.0,0.0,0.0,5
macro,0.1912973850161427,0.20130375599778902,0.17532985155189176,0
fold 10,,,,
0,0.9484,0.9834,0.9655,8834
1,0.0,0.0,0.0,48
2,0.9637,0.997,0.9801,666
3,0.0,0.0,0.0,6
4,0.8469,1.0,0.9171,83
5,0.0,0.0,0.0,2
6,0.0,0.0,0.0,72
7,0.0,0.0,0.0,6
8,0.0,0.0,0.0,6
9,0.0,0.0,0.0,19
10,0.621,0.952,0.7516,604
11,0.0,0.0,0.0,19
12,0.225,0.8571,0.3564,21
13,0.0,0.0,0.0,27
14,0.8739,0.7698,0.8186,126
15,0.9725,1.0,0.9861,4315
16,0.4085,0.6737,0.5086,858
17,0.0,0.0,0.0,6
18,0.0,0.0,0.0,98
19,0.0545,0.0216,0.0309,139
20,0.0,0.0,0.0,126
21,0.0,0.0,0.0,84
22,0.0,0.0,0.0,6
23,0.0,0.0,0.0,8
24,0.0,0.0,0.0,3
25,0.0,0.0,0.0,243
26,0.0,0.0,0.0,407
27,0.0,0.0,0.0,5
28,0.0,0.0,0.0,2
29,0.0,0.0,0.0,20
30,0.0,0.0,0.0,53
31,0.0,0.0,0.0,9
32,0.0,0.0,0.0,4
33,0.0,0.0,0.0,18
34,0.0,0.0,0.0,6
35,0.0,0.0,0.0,7
36,0.0,0.0,0.0,16
37,0.0,0.0,0.0,12
macro,0.15564133980392447,0.19090973770670702,0.16618281865226098,0
fold 1,,,,
0,0.9768,0.9788,0.9778,10000
1,0.607,0.7208,0.659,480
2,1.0,0.9981,0.999,518
3,0.8329,0.6952,0.7579,502
4,1.0,0.9981,0.9991,538
5,1.0,0.963,0.9811,108
6,1.0,1.0,1.0,513
7,1.0,1.0,1.0,496
8,0.9686,0.9935,0.9809,155
9,1.0,1.0,1.0,506
10,0.8674,0.9521,0.9078,522
11,0.8108,0.8864,0.8469,493
12,0.7595,0.6045,0.6732,397
13,0.9958,1.0,0.9979,475
14,0.5436,0.205,0.2978,517
15,0.9091,0.9924,0.9489,131
16,0.8981,0.7261,0.803,449
17,0.9201,0.882,0.9006,483
18,0.8969,0.9355,0.9158,93
19,0.958,0.987,0.9723,231
20,0.704,0.623,0.6611,504
21,1.0,1.0,1.0,189
22,0.8351,0.9534,0.8904,494
23,0.8521,0.9505,0.8986,485
24,0.4849,0.7431,0.5869,541
25,0.93,0.9894,0.9588,94
macro,0.8750268349456243,0.8760756186252251,0.8697935389047089,0
fold 1,,,,
0,0.9871,0.995,0.991,10000
1,0.6452,0.7312,0.6855,480
2,1.0,0.9961,0.9981,518
3,0.8488,0.7829,0.8145,502
4,1.0,1.0,1.0,538
5,0.9908,1.0,0.9954,108
6,1.0,1.0,1.0,513
7,1.0,0.998,0.999,496
8,0.9871,0.9871,0.9871,155
9,0.998,1.0,0.999,506
10,0.8805,0.9598,0.9184,522
11,0.9336,0.856,0.8931,493
12,0.8478,0.5894,0.6954,397
13,1.0,1.0,1.0,475
14,0.5399,0.1702,0.2588,517
15,0.9143,0.9771,0.9446,131
16,0.9344,0.7617,0.8393,449
17,0.9713,0.9814,0.9763,483
18,0.9894,1.0,0.9947,93
19,1.0,0.9654,0.9824,231
20,0.677,0.6905,0.6837,504
21,1.0,1.0,1.0,189
22,0.8437,0.9615,0.8988,494
23,0.8736,0.9546,0.9123,485
24,0.4965,0.7837,0.6079,541
25,0.9592,1.0,0.9792,94
macro,0.8968572248588986,0.8900630554353328,0.8867115153227869,0
